houseTypes,area,num_floors,bedrooms,address,price,url
Bán Nhà riêng,35,1,2,"Bình Thạnh, TP Hồ Chí Minh",4.35,https://batdongsan.vn/nha-chua-dau-tu-hem-3m-dien-tich-35m2-r265264
Bán Nhà riêng,240,2,6,"Quận 9, TP Hồ Chí Minh",17.5,https://batdongsan.vn/ban-gap-biet-thu-kdc-nam-long-240m2-1-tret-2-lau-6pn-5wc-so-hong-hoan-cong-gia-chi-17-ty-5-thuong-luong-r265262
Bán Nhà riêng,244,2,4,"Ninh Kiều, Cần Thơ",5.95,https://batdongsan.vn/051-nha-1t2l-moi-dtsd-244m2-duong-b27-kdc-91b-an-khanh-nk-tpct-full-noi-that-r265257
Bán Nhà riêng,91,3,4,"Thủ Đức, TP Hồ Chí Minh",5.95,https://batdongsan.vn/ban-nha-91m2-gia-595-ty-hxh-gan-mt-500m-ra-duong-dang-van-bi-thu-duc-r265256
Bán Nhà riêng,32,1,2,"Bình Thạnh, TP Hồ Chí Minh",4.75,https://batdongsan.vn/nha-hem-an-ninh-2-phong-ngu-co-ban-cong-r265255
Bán Nhà riêng,50,2,4,"Quận 7, TP Hồ Chí Minh",6.7,https://batdongsan.vn/nha-le-van-luong-q7-sieu-dep-hem-xe-hoi-4pn-cho-thue-kinh-doanh-tot-50m2-chi-67-ty-r265253
Bán Nhà riêng,50,2,4,"Quận 7, TP Hồ Chí Minh",6.7,https://batdongsan.vn/nha-le-van-luong-q7-sieu-dep-hem-xe-hoi-4pn-cho-thue-kinh-doanh-tot-50m2-chi-67-ty-r265252
Bán Nhà riêng,55,2,2,"Quận 7, TP Hồ Chí Minh",6.7,https://batdongsan.vn/nha-p-tan-quy-q7-hxh-vao-nha-gan-mat-tien-duc-kien-co-41x-13m-chi-6ty7-r265251
Bán Nhà riêng,42,5,5,"Đống Đa, Hà Nội",5.65,https://batdongsan.vn/ban-nha-phan-lo-lang-ha42m2x5tgan-o-tomoi-100full-noi-thatgia-565-ty-0969945393-r265249
Bán Nhà riêng,30,5,3,"Hoàng Mai, Hà Nội",3.5,https://batdongsan.vn/ban-nha-giap-nhi-cong-nang-full-gan-o-to-ngo-thong-tu-tung-tien-ich-dinh-r265247
Bán Nhà riêng,40,3,,"Tân Bình, TP Hồ Chí Minh",6.8,https://batdongsan.vn/mat-tien-sat-cmt8-quan-10-40m2-3-tang-btct-gia-nhinh-6-ty-r265246
Bán Nhà riêng,,,2,"Quận 9, TP Hồ Chí Minh",,https://batdongsan.vn/ban-nha-trong-khu-dan-cu-cao-cap-duong-rong-7m-mat-tien-9m-gia-nhich-6ty-r265245
Bán Nhà riêng,36,4,3,"Cầu Giấy, Hà Nội",5.45,https://batdongsan.vn/ban-nha-yen-hoa-cau-giay-ha-noi-cach-pho-yen-hoa-50m-r265244
Bán Nhà mặt phố,65,3,4,"Thanh Khê, Đà Nẵng",6.2,https://batdongsan.vn/62-ty-dien-tich-65-nha-3-tang-mat-pho-me-nhu-da-nang-r265235
Bán Nhà riêng,25,4,3,"Gò Vấp, TP Hồ Chí Minh",4.35,https://batdongsan.vn/nha-moi-4-tang-hem-xe-hoi-chi-435-ty-r265234
Bán Nhà riêng,39,3,4,"Quận 5, TP Hồ Chí Minh",7.95,https://batdongsan.vn/nhinh-7ty-co-nha-quan5-hxh-thiet-ke-dep-3-mat-tien-hem-lo-goc-3tang-r265233
Bán Nhà riêng,34,2,2,"Gò Vấp, TP Hồ Chí Minh",4.5,https://batdongsan.vn/hxh-thong-nguyen-van-khoi-phuong-8-go-vap-2-tang-34m2-chi-45-ty-r265232
Bán Nhà riêng,48,3,7,"Quận 8, TP Hồ Chí Minh",6.9,https://batdongsan.vn/o-to-ngu-trong-nha-hem-duong-pham-hung-gia-chi-69-ty-full-tien-nghi-dt-48m2-3-tang-7-phong-ngu-3-wc-r265231
Bán Nhà riêng,30,6,4,"Ba Đình, Hà Nội",4.49,https://batdongsan.vn/doi-can-ba-dinh-phan-lo-6-tang-thang-may-30m2-449-ty-r265227
Bán Nhà riêng,90,3,3,"Cẩm Lệ, Đà Nẵng",4.995,https://batdongsan.vn/ban-nhanh-nha-3-tang-nguyen-sac-kim-thuoc-khu-do-thi-sinh-thai-hoa-xuan-cam-le-da-nang-r265225
Bán Nhà riêng,40,3,3,"Quận 10, TP Hồ Chí Minh",6.5,https://batdongsan.vn/chi-65-ty-lo-goc-2-mt-40m2-3-tang-btct-quan-10-r265222
Bán Nhà riêng,89,5,,"Quận 8, TP Hồ Chí Minh",7.1,https://batdongsan.vn/cang-r265217
Bán Nhà mặt phố,73.5,4,4,"Thủ Đức, TP Hồ Chí Minh",7.9,https://batdongsan.vn/nha-1tret-3lau-khu-dep-nhat-p-linh-trung-thu-duc-dt-735m2-gia-rat-tot-r265215
Bán Nhà riêng,96,1,,"Vĩnh Cửu, Đồng Nai",820,https://batdongsan.vn/ban-nha-vua-xay-820tr-gan-buu-long-nga-4-ben-ca-r265214
Bán Nhà mặt phố,92,,,"Quận 1, TP Hồ Chí Minh",32,https://batdongsan.vn/ban-gap-nha-mt-duong-cong-quynh-tran-hung-dao-pnct-q1-dt-4-x-26m-tret-5-lau-gia-32-ty-r265213
Bán Nhà riêng,80,1,2,"Ninh Kiều, Cần Thơ",2.8,https://batdongsan.vn/50-nha-tret-lau-dtsd80m2-lo-4m-lto-3-4-nvc-an-khanh-ninh-kieu-tpct-2ty800-r265210
Bán Nhà riêng,38,5,5,"Bình Thạnh, TP Hồ Chí Minh",5.95,https://batdongsan.vn/nha-5-tang-co-san-thuong-san-de-xe-giap-phu-nhuan-r265209
Bán Nhà riêng,46,4,6,"Quận 10, TP Hồ Chí Minh",6.9,https://batdongsan.vn/ly-thai-to-ngay-bv-nhi-dong-1-nha-4-tang-6pn-cho-thue-20tr-chi-69-ty-r265207
Bán Nhà riêng,85,2,3,"Thanh Khê, Đà Nẵng",4.3,https://batdongsan.vn/ban-nha-2-tang-kiet-dien-bien-phu-thanh-khe-da-nang-r265206
Bán Nhà mặt phố,138,2,,"Thủ Đức, TP Hồ Chí Minh",6.5,https://batdongsan.vn/nhinh-6-tynha-dep-2-tang-btct-hxt-tranh-linh-xuan-138-m2-2-tang-dong-tien-tro-10tr-th-r265203
Bán Nhà mặt phố,40,4,,"Tân Bình, TP Hồ Chí Minh",7.2,https://batdongsan.vn/vong-xoay-lang-cha-ca-p2-tan-binh-40m2-4-tang-btct-gia-nhinh-7-ty-r265202
Bán Nhà mặt phố,87,1,2,"Thủ Đức, TP Hồ Chí Minh",6.0,https://batdongsan.vn/ban-nha-can-goc-mtkd-linh-xuan-1-tret-1-lau-87m2-chi-6-ty-thuong-luong-r265200
Bán Nhà riêng,7255,6,,"Long Biên, Hà Nội",12,https://batdongsan.vn/le-huu-trac-r265192
Bán Nhà riêng,52,1,2,"Bình Thạnh, TP Hồ Chí Minh",6.4,https://batdongsan.vn/hxh-to-4x13-phan-van-tri-64-ty-p11-binh-thanh-r265188
Bán Nhà riêng,51.2,2,,"Hải Châu, Đà Nẵng",9.2,https://batdongsan.vn/ban-nhanh-nha-2-tang-mat-tien-duong-le-loi-quan-hai-chau-da-nang-r265186
Bán Nhà riêng,61,3,,"Tân Bình, TP Hồ Chí Minh",5.8,https://batdongsan.vn/ke-ben-dat-thanh-tan-binh-3-tang-61m2-ngang-5m-gia-chua-toi-80trm2-r265184
Bán Nhà riêng,100,,2,"Ngũ Hành Sơn, Đà Nẵng",7.5,https://batdongsan.vn/ban-nha-mat-tien-pho-tay-an-thuong-tang-noi-that-chuan-3-sao-r265183
Bán Nhà riêng,61,3,,"Tân Bình, TP Hồ Chí Minh",5.8,https://batdongsan.vn/ke-ben-dat-thanh-tan-binh-3-tang-61m2-ngang-5m-gia-chua-toi-80trm2-r265181
Bán Nhà mặt phố,39,4,3,"Tân Phú, TP Hồ Chí Minh",61,https://batdongsan.vn/nha-mat-tien-thach-lam-4-tang-dang-kinh-doanh-61-ty-r265175
Bán Nhà riêng,124,4,18,"Thủ Đức, TP Hồ Chí Minh",11.5,https://batdongsan.vn/ban-gap-nha-hxh-4-tang-thong-nhat-binh-tho-thu-duc-124m-gia-115-ty-r265173
Bán Nhà riêng,120,,,"Bình Thạnh, TP Hồ Chí Minh",8.49,https://batdongsan.vn/chi-72trmvban-nha-hxh-v1-hoang-hoa-tham-binh-thanh-nhinh-8-ty0901248068-r265171
Bán Nhà riêng,30,1,2,"Gò Vấp, TP Hồ Chí Minh",2.95,https://batdongsan.vn/nha-dep-gia-re-ngay-trung-tam-go-vap-chua-toi-3-ty-r265170
Bán Nhà mặt phố,370,,15,"Bình Thạnh, TP Hồ Chí Minh",48,https://batdongsan.vn/ban-gap-nha-mat-tien-no-trang-long-chi-110trm2-bao-dau-tu-r265167
Bán Nhà riêng,100,2,6,"Bình Thạnh, TP Hồ Chí Minh",9.39,https://batdongsan.vn/8x11-no-hauban-nha-hxh-no-trang-longbinh-thanhnhinh-9-ty0901248068-r265165
Bán Nhà riêng,,2,2,"Tân Bình, TP Hồ Chí Minh",1.9,https://batdongsan.vn/nha-lo-goc-thoang-mat-au-co-tan-binh-2-lau-btct-moi-toanh-gia-nhinh-1-ty-r265164
Bán Nhà riêng,3.5,1,2,"Bình Thạnh, TP Hồ Chí Minh",3.0,https://batdongsan.vn/can-ban-nha-mat-tien-phuong-25-binh-thanh-dien-tich-50m-gia-3-ty-r265161
Bán Nhà riêng,100,,,"Quận 9, TP Hồ Chí Minh",,https://batdongsan.vn/nha-gan-cho-tang-nhon-phu-a-duong-6m-kinh-doanh-nhieu-nganh-nghe-dt-100m2-nhich-5ty-lh-0766788892-r265160
Bán Nhà riêng,,2,2,"Tân Bình, TP Hồ Chí Minh",1.9,https://batdongsan.vn/nha-lo-goc-thoang-mat-au-co-tan-binh-2-lau-btct-moi-toanh-gia-nhinh-1-ty-r265158
Bán Nhà mặt phố,100,,2,"Bình Thủy, Cần Thơ",2.75,https://batdongsan.vn/nha-dep-100m2-hoan-cong-lo-4m-2-phong-hem-192-194-nguyen-thong-binh-thuy-tpct-r265157
Bán Nhà riêng,35,5,3,"Cầu Giấy, Hà Nội",5.25,https://batdongsan.vn/nha-dep-tran-cung-ngo-o-to-tranh-de-xe-xuyen-ngay-dem-2-thoang-525-ty-r265156
Bán Nhà riêng,109,,2,"Ninh Kiều, Cần Thơ",2.25,https://batdongsan.vn/065-nha-lau-moi-dtsd-109m2-2pn-lo-3m-h359-nguyen-van-cu-an-hoa-nk-tpct-r265155
Bán Nhà riêng,105,1,2,"Ninh Kiều, Cần Thơ",3.39,https://batdongsan.vn/074-2-can-nha-dep-moi-xay-dtsd-105m2-lo-4m-cach-nguyen-van-cu-100m-ninh-kieu-tpct-r265154
Bán Nhà riêng,359,,3,"Cái Răng, Cần Thơ",2.69,https://batdongsan.vn/070-nha-tret-3pn-dat-tong-358m2-co-200-tho-cu-mat-tien-rach-ba-ven-cai-rang-r265153
Bán Nhà riêng,42,5,3,"Long Biên, Hà Nội",6,https://batdongsan.vn/ban-nha-bat-khoi-long-bien-sat-aeon-o-to-42m2x-5-tang-mat-tien-rong-43m-gia-6-ty-r265151
Bán Nhà riêng,52,7,6,"Thanh Xuân, Hà Nội",10.45,https://batdongsan.vn/ban-nha-nguyen-ngoc-naithanh-xuano-tokd52m2x7t-thang-mayfull-noi-thatgia-1045-ty-r265147
Bán Nhà riêng,44,3,,"Tân Bình, TP Hồ Chí Minh",5.5,https://batdongsan.vn/pham-van-hai-p3-tan-binh-44m2-3-tang-btct-moi-toanh-gia-nhinh-5-ty-r265146
Bán Nhà riêng,35,5,3,"Thanh Xuân, Hà Nội",3.95,https://batdongsan.vn/nha-dep-quan-thanh-xuan-so-do-san-sang-trao-tay-r265145
Bán Nhà mặt phố,65,2,3,"Tân Phú, TP Hồ Chí Minh",5,https://batdongsan.vn/gap-di-dinh-cu-my-ban-nha-moi-quan-tan-phu-dt-lon-65m2-chi-5-ty-r265144
Bán Nhà riêng,44,3,,"Tân Bình, TP Hồ Chí Minh",5.5,https://batdongsan.vn/pham-van-hai-p3-tan-binh-44m2-3-tang-btct-moi-toanh-gia-nhinh-5-ty-r265142
Bán Nhà mặt phố,61,2,2,"Tân Uyên, Bình Dương",2.53,https://batdongsan.vn/ban-nha-nam-cach-tp-moi-binh-duong-chi-10-phut-di-xe-r265141
Bán Nhà mặt phố,61,2,2,"Tân Uyên, Bình Dương",2.53,https://batdongsan.vn/ban-nha-nam-cach-tp-moi-binh-duong-chi-10-phut-di-xe-r265140
Bán Nhà riêng,60,3,,"Bình Tân, TP Hồ Chí Minh",5.3,https://batdongsan.vn/tan-hoa-dong-binh-tan-hem-xe-tai-3-tang-60-m2-moi-dep-gia-nhinh-5-ty-r265139
Bán Nhà mặt phố,70,4,4,"Tân Phú, TP Hồ Chí Minh",9.2,https://batdongsan.vn/nha-tan-phu-4-tang-duong-rong-10-met70m2-gia-chi-nhinh-9-ty-r265138
Bán Nhà mặt phố,70,4,4,"Tân Phú, TP Hồ Chí Minh",9.2,https://batdongsan.vn/nha-tan-phu-4-tang-duong-rong-10-met70m2-gia-chi-nhinh-9-ty-r265137
Bán Nhà riêng,56,5,4,"Tân Bình, TP Hồ Chí Minh",5.7,https://batdongsan.vn/nha-5-tang-o-to-vao-trong-gan-cong-vien-nguyen-sy-sach-57-ty-r265136
Bán Nhà riêng,60,3,,"Bình Tân, TP Hồ Chí Minh",5.3,https://batdongsan.vn/tan-hoa-dong-binh-tan-hem-xe-tai-3-tang-60-m2-moi-dep-gia-nhinh-5-ty-r265135
Bán Nhà riêng,34,2,2,"Gò Vấp, TP Hồ Chí Minh",3.4,https://batdongsan.vn/nha-duoi-4-ty-le-van-tho-phuong-8-go-vap-34m2-2-tang-chi-34-ty-r265134
Bán Nhà mặt phố,61,1,2,"Tân Uyên, Bình Dương",2.53,https://batdongsan.vn/bat-ngo-voi-gia-nha-pho-1-tret-1-lau-ngay-tan-uyen-ma-gia-chi-2-ty-525-trieu-chiec-khau-10-chi-vang-r265133
Bán Nhà riêng,160,,4,"Tân Phú, TP Hồ Chí Minh",25000.0,https://batdongsan.vn/ban-nha-mat-tien-kenh-tan-hoa-tan-phu-dong-tien-75trth-160m2-gia-25-ty-r265132
Bán Nhà riêng,90,4,5,"Quận 2, TP Hồ Chí Minh",17,https://batdongsan.vn/can-ban-nha-mat-tien-phuong-an-phu-quan-2-dien-tich-90m-gia-chi-17-ty-r265131
Bán Nhà mặt phố,50,,3,"Quận 12, TP Hồ Chí Minh",2.7,https://batdongsan.vn/gia-re-nhat-khu-vuc-50m2-chi-27-ty-trung-my-tay-q12-4-ch-vao-nha-r265130
Bán Nhà riêng,45,1,2,"Gò Vấp, TP Hồ Chí Minh",5.4,https://batdongsan.vn/nha-moi-mt-kinh-doanh-sat-phu-nhuan-cach-san-bay-10p-r265129
Bán Nhà riêng,45,4,3,"Gò Vấp, TP Hồ Chí Minh",4.65,https://batdongsan.vn/ban-nha-sieu-re-nguyen-van-nghi-go-vap-4-tang-btct-dien-tich-45m2-465-ty-r265128
Bán Nhà riêng,43,2,3,"Gò Vấp, TP Hồ Chí Minh",5.69,https://batdongsan.vn/nha-moi-3-phong-ngu-san-thuong-hxh-r265127
Bán Nhà riêng,56,1,2,"Tân Bình, TP Hồ Chí Minh",6.9,https://batdongsan.vn/lac-long-quan-p8-tan-binh-56m2-xe-hoi-do-cua-gia-nhinh-6-ty-r265126
Bán Nhà riêng,97,2,3,"Thủ Đức, TP Hồ Chí Minh",5.69,https://batdongsan.vn/ban-nha-97m2-hxh-duong-so-4-truong-tho-thu-duc-chi-569-ty-r265125
Bán Nhà riêng,167,2,3,"Hội An, Quảng Nam",2.7,https://batdongsan.vn/can-ban-gap-nha-2-tang-thon-thanh-tam-xa-cam-thanh-hoi-an-r265122
Bán Nhà mặt phố,30,3,2,"Quận 8, TP Hồ Chí Minh",1.6,https://batdongsan.vn/nha-30m2-3-tang-giam-gia-khong-tuong-duong-luu-huu-phuoc-phuong-15-quan-8-r265121
Bán Nhà mặt phố,80,3,,"Huế, Thừa Thiên Huế",2.19,https://batdongsan.vn/ban-gap-nha-3-tang-canh-cau-vo-nguyen-giap-hue-r265120
Bán Nhà riêng,55,1,2,"Gò Vấp, TP Hồ Chí Minh",3.8,https://batdongsan.vn/thong-nhat-5x11-2pn-38-ty-p10-go-vap-r265114
Bán Nhà riêng,62,5,3,"Đống Đa, Hà Nội",5.5,https://batdongsan.vn/gia-hiem-ban-nha-tay-son-dong-da-chi-89trm2-nha-5-tang-62m2-44m-mat-tien-3-buoc-oto-do-r265112
Bán Nhà mặt phố,165,,2,"Bình Thạnh, TP Hồ Chí Minh",16,https://batdongsan.vn/mat-tien-5x33-16-ty-no-trang-long-p13-binh-thanh-r265111
Bán Nhà riêng,128,,4,"Vĩnh Cửu, Đồng Nai",1.15,https://batdongsan.vn/nha-vua-xay-1150tr-ngay-cong-changshin-cuoi-duong-dong-khoi-r265110
Bán Nhà riêng,50,6,4,"Hai Bà Trưng, Hà Nội",8,https://batdongsan.vn/vip-nha-can-bo-duong-van-be-lo-goc-mat-tien-63m-o-to-kd-6-tang-moi-nhinh-8-ty-r265108
Bán Nhà riêng,65,4,4,"Cầu Giấy, Hà Nội",6.68,https://batdongsan.vn/gia-socban-nha-trung-kinh-cau-giay-65m2-4-tang-668-tyoto-do-sat2-mat-thoang-r265107
Bán Nhà riêng,36,,,"Tân Bình, TP Hồ Chí Minh",3750.0,https://batdongsan.vn/chu-can-tien-ban-gap-nha-thien-phuoc-tan-binh-36m2-chi-nhinh-3-ty-r265106
Bán Nhà riêng,36,5,3,"Cầu Giấy, Hà Nội",5.8,https://batdongsan.vn/ban-nha-dich-vong-hau-cau-giay-5-tang-mat-ngo-kinh-doanh-ngo-thong-thoang-58-ty-r265104
Bán Nhà mặt phố,79,,3,"Gò Vấp, TP Hồ Chí Minh",7.2,https://batdongsan.vn/nha-mat-tien-duong-so-4-phuong-16-go-vap-79m2-53x15-chi-72-ty-r265103
Bán Nhà riêng,84,4,,"Quận 9, TP Hồ Chí Minh",5600.0,https://batdongsan.vn/ban-dat-6m-x-14m-hem-xe-tai-ho-ba-phan-phuoc-long-a-quan-9-gia-56-ty-r265102
Bán Nhà riêng,43,1,,"Gò Vấp, TP Hồ Chí Minh",5.1,https://batdongsan.vn/gan-cho-go-vap-2-tang-btct-43m2-nhinh-5-ty-r265100
Bán Nhà riêng,36,,1,"Phú Nhuận, TP Hồ Chí Minh",2.8,https://batdongsan.vn/nha-2-mat-tien-kinh-doanh-nguyen-dinh-chieu-phu-nhuan-dien-tich-36m2-gia-28-ty-r265099
Bán Nhà riêng,36,,1,"Phú Nhuận, TP Hồ Chí Minh",2.8,https://batdongsan.vn/nha-2-mat-tien-kinh-doanh-nguyen-dinh-chieu-phu-nhuan-dien-tich-36m2-gia-28-ty-r265098
Bán Nhà mặt phố,42,4,4,"Hai Bà Trưng, Hà Nội",16.5,https://batdongsan.vn/ban-nha-pho-nguyen-dinh-chieu-r265097
Bán Nhà mặt phố,64,2,3,"Hai Bà Trưng, Hà Nội",8,https://batdongsan.vn/nha-hiem-mai-hac-de-mat-ngo-sat-pho-chu-khong-biet-gia-so-do-xin-hiem-lam-lam-doc-quyen-ban-r265096
Bán Nhà riêng,75,7,24,"Thanh Xuân, Hà Nội",15.2,https://batdongsan.vn/chinh-chu-ban-ccmn-khuong-dinh-thanh-xuan-75m2x7t-2-thoang-gan-pho-thang-may-gia-152-ty-r265095
Bán Nhà riêng,30,,,"Tân Bình, TP Hồ Chí Minh",4.8,https://batdongsan.vn/nha-dep-khu-vip-bau-cat-30m2-sat-mat-tien-xe-hoi-do-cua-gia-nhinh-4-ty-r265094
Bán Nhà riêng,60,1,3,"Thủ Đức, TP Hồ Chí Minh",5.65,https://batdongsan.vn/ban-nha-mat-tien-duong-53-hiep-binh-chanh-tp-thu-duc-ngay-sat-cho-hiep-binh-r265093
Bán Nhà riêng,30,5,,"Ba Đình, Hà Nội",5.0,https://batdongsan.vn/ban-nha-moi-xay-doi-can-ba-dinh-ha-noi-r265092
Bán Nhà riêng,111,,1,"Gò Vấp, TP Hồ Chí Minh",11.5,https://batdongsan.vn/go-vap-ban-nha-c4-nguyen-oanh-cho-can-cu-dt-76x15m-chi-115-ty-r265091
Bán Nhà riêng,110,2,3,"Huế, Thừa Thiên Huế",4.1,https://batdongsan.vn/nha-2-tang-sau-lung-nha-mat-tien-kiet-nguyen-cong-tru-gia-4ty1-r265090
Bán Nhà mặt phố,182,,3,"Châu Thành, Tiền Giang",2.1,https://batdongsan.vn/ban-can-nha-1-tret-1-lau-moi-xay-tai-xa-than-cuu-nghia-chau-thanh-tien-gianggan-cho-tan-hiep-r265087
Bán Nhà mặt phố,70,5,3,"Gò Vấp, TP Hồ Chí Minh",9.7,https://batdongsan.vn/nha-mat-tien-dso-4-phuong-11-go-vap-70m2-5-tang-thang-may-97-ty-r265082
Bán Nhà riêng,100,,4,"Biên Hòa, Đồng Nai",1.15,https://batdongsan.vn/ban-nha-1-tret-1-lau-4-phong-ngu-ngay-changshin-cach-n4-tan-phong-5km-r265080
Bán Nhà mặt phố,55,7,6,"Nam Từ Liêm, Hà Nội",20,https://batdongsan.vn/ban-nha-mp-thien-hiennam-tu-liemthang-may-mat-phovia-hekd-vip55m2x7tgia-20-ty-r265079
Bán Nhà riêng,76,4,4,"Long Biên, Hà Nội",6,https://batdongsan.vn/phan-lo-gia-thuy-long-bien-76m-x-4-tang-mt-42m-huong-dn-6-ty-nhinh-r265078
Bán Nhà riêng,61,6,5,"Long Biên, Hà Nội",82,https://batdongsan.vn/ban-nha-ngoc-thuy-quan-long-bien-ha-noi-r265075
Bán Nhà mặt phố,100,,3,"Châu Thành, Tiền Giang",0.9,https://batdongsan.vn/nha-mat-pho-gia-re-r265073
Bán Nhà riêng,60,,4,"Hai Bà Trưng, Hà Nội",10,https://batdongsan.vn/ban-nha-pho-mac-thi-buoi-hbt-65m-mt4m-o-to-kd-nhinh-10-ty-lh-0366051369-r265072
Bán Nhà riêng,95,4,,"Hai Bà Trưng, Hà Nội",20,https://batdongsan.vn/biet-thu-lac-trung-mat-tien-6m-kinh-doanh-dinh-so-no-hau-2-thoang-dt-95m2-r265071
Bán Nhà mặt phố,107.8,,3,"Châu Thành, Tiền Giang",2.4,https://batdongsan.vn/nha-pho-hien-dai-r265069
Bán Nhà mặt phố,100,,2,"Hóc Môn, TP Hồ Chí Minh",7,https://batdongsan.vn/cho-thue-nha-mat-tien-nguyen-can-dai-han-tai-nga-tu-ba-diem-tphcm-r265068
Bán Nhà riêng,49,1,2,"Tân Bình, TP Hồ Chí Minh",4.5,https://batdongsan.vn/nha-o-ngay-hem-o-to-5m-canh-cong-vien-nguyen-sy-sach-45-ty-r265066
Bán Nhà,100,,2,"Bàu Bàng, Bình Dương",2,https://batdongsan.vn/chi-can-thanh-toan-20-nhan-nha-ngay-tra-gop-khong-lai-suat-len-toi-2-nam-r265064
Bán Nhà,100,,2,"Bàu Bàng, Bình Dương",2,https://batdongsan.vn/chi-can-thanh-toan-20-nhan-nha-ngay-tra-gop-khong-lai-suat-len-toi-2-nam-r265063
Bán Nhà mặt phố,66,3,,"Quận 10, TP Hồ Chí Minh",4.5,https://batdongsan.vn/chinh-chu-ban-nha-nhinh-4-ty-66-m2-3-tang-vinh-vien-quan-10-0902934079-r265062
Bán Nhà mặt phố,110,,2,"Ninh Sơn, Ninh Thuận",5.5,https://batdongsan.vn/ban-nha-2-mat-tien-truoc-sau-tai-khu-pho-3-la-khu-trung-tam-sam-uat-nhat-cua-thi-tran-tan-son-huyen-ninh-son-tinh-ninh-thuan-r265061
Bán Nhà mặt phố,190,4,,"Quận 3, TP Hồ Chí Minh",8.9,https://batdongsan.vn/chinh-chu-ban-nha-gan-9-ty-190-m2-4-tang-cmt8-quan-3-0902934079-r265060
Bán Nhà riêng,42,,,"Bình Tân, TP Hồ Chí Minh",4,https://batdongsan.vn/ban-nha-hxh-8m-thong-duong-so-8-le-van-quoi-dt-4x105m-1-lung-gia-4-ty-tl-lien-he-ngay-r265059
Bán Nhà riêng,64,,,"Bình Tân, TP Hồ Chí Minh",4.9,https://batdongsan.vn/ban-nha-hxh-duong-go-xoai-dt-4x16m-1-lung-gia-49-ty-tl-lien-he-ngay-r265058
Bán Nhà riêng,64,3,4,"Bình Tân, TP Hồ Chí Minh",8.2,https://batdongsan.vn/ban-nha-hxh-thong-duong-le-van-quoi-dt-4x16m-3-lau-gia-82-ty-tl-lien-he-ngay-r265057
Bán Nhà riêng,40,3,,"Bình Tân, TP Hồ Chí Minh",5.15,https://batdongsan.vn/ban-nha-hxh-thong-duong-le-van-quoi-dt-4x10m-3-lau-gia-515-ty-tl-lien-he-ngay-r265056
Bán Nhà riêng,68,3,4,"Bình Tân, TP Hồ Chí Minh",8.55,https://batdongsan.vn/ban-nha-hxh-8m-duong-le-van-quoi-dt-4x17m-3-lau-gia-855-ty-tl-lien-he-ngay-r265054
Bán Nhà riêng,44,3,2,"Bình Thạnh, TP Hồ Chí Minh",6.1,https://batdongsan.vn/hxh-nguyen-xi-44x10-3-lau-61-ty-p13-binh-thanh-r265053
Bán Nhà riêng,40,3,,"Bình Tân, TP Hồ Chí Minh",5.5,https://batdongsan.vn/ban-nha-hxh-thong-duong-dat-moi-dt-38x105m-3-lau-gia-55-ty-tl-lien-he-ngay-r265051
Bán Nhà riêng,52,1,2,"Gò Vấp, TP Hồ Chí Minh",5.4,https://batdongsan.vn/hem-8m-47x11-nguyen-kiem-54-ty-p3-go-vap-r265050
Bán Nhà riêng,80,,,"Bình Tân, TP Hồ Chí Minh",5,https://batdongsan.vn/ban-nha-hxh-thong-duong-huong-lo-2-dt-42x19m-1-lung-gia-5-ty-tl-lien-he-ngay-r265049
Bán Nhà riêng,93,,,"Tân Phú, TP Hồ Chí Minh",5.8,https://batdongsan.vn/bom-tan-dau-tu-hxt-thong-55m-ngang-le-trong-tan-gan-100m2-chi-58-ty-r265048
Bán Nhà riêng,85,2,5,"Tân Bình, TP Hồ Chí Minh",10500.0,https://batdongsan.vn/gap-ban-nha-hxh-nhu-biet-thu-mini-cong-lo-tan-binh-dt-85m2-nhinh-10-ty-r265043
Bán Nhà riêng,45,5,5,"Hai Bà Trưng, Hà Nội",4.8,https://batdongsan.vn/sieu-nha-pho-bach-mai-nha-moi-hien-dai-5-ngu-cuc-rong-tien-ich-vo-van-an-sinh-cuc-dinh-45m-r265042
Bán Nhà mặt phố,73,1,2,"Biên Hòa, Đồng Nai",6.2,https://batdongsan.vn/ban-nha-1-tret-1-lau-mt-nguyen-thanh-phuong-pthong-nhat-chi-62-ti-r265041
Bán Nhà riêng,70,2,,"Thanh Trì, Hà Nội",3.4,https://batdongsan.vn/thanh-tri-nha-dep-ngo-thong-o-to-vao-nha-70m2-chi-hon-25-ty-lh-nhung-0842031326-r265039
Bán Nhà mặt phố,155,5,10,"Biên Hòa, Đồng Nai",23,https://batdongsan.vn/ban-nha-5-lau-lo-goc-155m2-kdc-d2d-pthong-nhat-chi-23-ti-r265037
Bán Nhà riêng,75.9,,,"Hải Châu, Đà Nẵng",5.5,https://batdongsan.vn/ban-dat-tang-nha-cap-4-mat-tien-duong-mai-am-trung-tam-thanh-pho-gan-cau-song-han-r265035
Bán Nhà mặt phố,62,2,2,"Tân Uyên, Bình Dương",2.53,https://batdongsan.vn/16-sieu-pham-cuc-dep-tai-tp-tan-uyen-shr-ck-10-chi-vang-va-4-gia-tri-gia-chi-2-ty-525-trieu-r265034
Bán Nhà mặt phố,61,,2,"Tân Uyên, Bình Dương",2.53,https://batdongsan.vn/nha-pho-phuoc-dien-citizen-tan-uyen-gia-goc-chu-dau-tu-ck-10-chi-vang-va-4-gia-tri-r265033
